Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2__GATE Voltage,CH2__GATE Current,CH2__GATE Time
1,1,1,99.99990E-003,742.61500E-006,64.67400E-003,-300.00000E-003,-853.36000E-009,64.67400E-003
1,1,2,100.00000E-003,738.78200E-006,223.39200E-003,-294.99700E-003,-748.44000E-009,223.39200E-003
1,1,3,99.99990E-003,737.66900E-006,329.79300E-003,-290.00300E-003,-672.26400E-009,329.79300E-003
1,1,4,100.00000E-003,736.65000E-006,439.19100E-003,-285.00200E-003,-603.46200E-009,439.19100E-003
1,1,5,100.00000E-003,733.69500E-006,548.83500E-003,-280.00200E-003,-539.03700E-009,548.83500E-003
1,1,6,99.99990E-003,730.41700E-006,664.18200E-003,-275.00100E-003,-487.97100E-009,664.18200E-003
1,1,7,100.00000E-003,727.34400E-006,777.51700E-003,-270.00200E-003,-438.15400E-009,777.51700E-003
1,1,8,100.00000E-003,724.39400E-006,886.90400E-003,-265.00000E-003,-387.12300E-009,886.90400E-003
1,1,9,100.00000E-003,721.28600E-006,1.11572E+000,-259.99800E-003,-385.49000E-009,1.11572E+000
1,1,10,100.00000E-003,716.95500E-006,1.34377E+000,-254.99800E-003,-350.58000E-009,1.34377E+000
1,1,11,100.00000E-003,711.35400E-006,1.57271E+000,-249.99800E-003,-313.09000E-009,1.57271E+000
1,1,12,100.00000E-003,706.85200E-006,1.82029E+000,-244.99800E-003,-275.58000E-009,1.82029E+000
1,1,13,100.00000E-003,702.21100E-006,2.04586E+000,-239.99900E-003,-235.62000E-009,2.04586E+000
1,1,14,100.00000E-003,697.96900E-006,2.27978E+000,-234.99900E-003,-203.46000E-009,2.27978E+000
1,1,15,100.00000E-003,692.41400E-006,2.50287E+000,-229.99900E-003,-172.90000E-009,2.50287E+000
1,1,16,100.00000E-003,689.57500E-006,2.75492E+000,-224.99900E-003,-151.87000E-009,2.75492E+000
1,1,17,100.00000E-003,686.29800E-006,2.98217E+000,-220.00000E-003,-124.42000E-009,2.98217E+000
1,1,18,100.00000E-003,682.37500E-006,3.09883E+000,-214.89700E-003,-65.70250E-009,3.09883E+000
1,1,19,100.00000E-003,679.34000E-006,3.22442E+000,-209.87530E-003,-20.01470E-009,3.22442E+000
1,1,20,100.00000E-003,676.44500E-006,3.34677E+000,-204.96480E-003,14.85230E-009,3.34677E+000
1,1,21,100.00000E-003,672.90400E-006,3.46888E+000,-199.96240E-003,54.85860E-009,3.46888E+000
1,1,22,100.00000E-003,669.56100E-006,3.67184E+000,-194.99900E-003,14.78000E-009,3.67184E+000
1,1,23,100.00000E-003,667.23700E-006,3.90073E+000,-190.00100E-003,13.25000E-009,3.90073E+000
1,1,24,100.00000E-003,665.58000E-006,4.12652E+000,-184.99980E-003,27.29000E-009,4.12652E+000
1,1,25,100.00000E-003,662.90000E-006,4.35296E+000,-180.00050E-003,37.68000E-009,4.35296E+000
1,1,26,100.00000E-003,661.20600E-006,4.57609E+000,-174.99990E-003,52.89000E-009,4.57609E+000
1,1,27,100.00000E-003,658.96700E-006,4.80555E+000,-170.00030E-003,63.77000E-009,4.80555E+000
1,1,28,100.00000E-003,656.55000E-006,5.03308E+000,-165.00140E-003,73.55000E-009,5.03308E+000
1,1,29,100.00000E-003,654.71200E-006,5.17391E+000,-159.99850E-003,122.80000E-009,5.17391E+000
1,1,30,99.99990E-003,652.85100E-006,5.28347E+000,-154.99760E-003,180.30300E-009,5.28347E+000
1,1,31,100.00000E-003,652.31100E-006,5.51258E+000,-150.00120E-003,142.44000E-009,5.51258E+000
1,1,32,100.00000E-003,650.01600E-006,5.61896E+000,-144.99640E-003,213.35200E-009,5.61896E+000
1,1,33,100.00000E-003,648.52400E-006,5.73036E+000,-139.99790E-003,245.47900E-009,5.73036E+000
1,1,34,100.00000E-003,646.48300E-006,5.84009E+000,-134.99670E-003,274.38000E-009,5.84009E+000
1,1,35,100.00000E-003,644.56900E-006,5.94952E+000,-129.99720E-003,303.18400E-009,5.94952E+000
1,1,36,100.00000E-003,641.89700E-006,6.05885E+000,-124.99670E-003,324.79900E-009,6.05885E+000
1,1,37,99.99990E-003,639.74100E-006,6.18069E+000,-119.99720E-003,334.10200E-009,6.18069E+000
1,1,38,100.00000E-003,637.51700E-006,6.29089E+000,-114.99640E-003,360.87900E-009,6.29089E+000
1,1,39,100.00000E-003,634.61200E-006,6.40022E+000,-109.99640E-003,385.91500E-009,6.40022E+000
1,1,40,100.00000E-003,631.53500E-006,6.51466E+000,-104.99740E-003,389.75500E-009,6.51466E+000
1,1,41,100.00000E-003,628.85800E-006,6.62462E+000,-99.99510E-003,417.89000E-009,6.62462E+000
